nome,tipo,esfera,endereco,bairro,cep,telefone,longitude,latitude,distrito
UBS PARAISOPOLIS II,Unidade Básica de Saúde,Municipal,"R. PASQUALE GUALUPPI, 951",PARAISÓPOLIS,05660-000,3501-9031 / 3501-2839,-46.726194,-23.61209401,Vila Andrade
UBS PARAISOPOLIS III,Unidade Básica de Saúde,Municipal,"R. SILVEIRA SAMPAIO, 660",JD MORUMBI,05656-010,3742-1323 / 3742-2974,-46.719822,-23.61707302,Vila Andrade
UBS PARELHEIROS,Unidade Básica de Saúde,Municipal,"R. MARIO TRAPE, 100",JARDIM NOVO PARELHEIROS,04890-430,5921-6780 / 5921-4946,-46.727018,-23.83011901,Parelheiros
UBS PARQUE ARARIBA,Unidade Básica de Saúde,Municipal,"R. FRANCISCO SOARES, 81",JARDIM INGÁ,05774-300,5511-5573,-46.749938,-23.63794402,Campo Limpo
UBS PARQUE ARTHUR ALVIM,Unidade Básica de Saúde,Municipal,"R. HENRIQUE JACOBS, 269",ARTHUR ALVIM,03566-010,2749-4235,-46.491876,-23.53776202,Artur Alvim
UBS PARQUE BOA ESPERANÇA,Unidade Básica de Saúde,Municipal,"AV. RAGUEB CHOHFI, 3826",PARQUE BOA ESPERANÇA,08341-410,5237-9230,-46.448577,-23.59493801,Iguatemi
UBS PARQUE DA LAPA,Unidade Básica de Saúde,Municipal,"R. BERGSON, 52",PQ DA LAPA,05301-060,3836-8029,-46.720594,-23.53198002,Vila Leopoldina
UBS PARQUE DAS FLORES,Unidade Básica de Saúde,Municipal,"R. DAS PETUNIAS, 31",PARQUE DAS FLORES,08391-330,,-46.446134,-23.64030901,São Rafael
UBS PARQUE DO LAGO,Unidade Básica de Saúde,Municipal,"ESTRADA DA BARONESA, 1000",PARQUE DO LAGO,04945-012,3302-0797,-46.77759,-23.71669502,Jardim Ângela
UBS PARQUE DOROTEIA,Unidade Básica de Saúde,Municipal,"R. DOS ANIQUIS, 3",JARDIM SANTA TEREZINHA,04474-000,5672-7444,-46.648234,-23.69736302,Pedreira
UBS PARQUE DOS BÚFALOS,Unidade Básica de Saúde,Municipal,"R. PROJETADA 1, S/N",JARDIM APURÁ,04470-181,5555-8577,-46.65476071,-23.70888929,Pedreira
UBS PARQUE EDU CHAVES,Unidade Básica de Saúde,Municipal,"AV. EDU CHAVES, 1197",PARQUE EDU CHAVES,02229-001,2243-6694,-46.568751,-23.47727202,Jaçanã
UBS PARQUE ENGENHO II,Unidade Básica de Saúde,Municipal,"AV. DOM RODRIGO SANCHES, 700",PARQUE DO ENGENHO,05892-360,5821-4180,-46.785958,-23.66121101,Capão Redondo
UBS PARQUE FIGUEIRA GRANDE,Unidade Básica de Saúde,Municipal,"R. DANIEL KLEIN, 211",PQ FIGUEIRA GRANDE,04915-170,5514-6609 / 5894-4788,-46.749263,-23.67920301,Jardim São Luís
UBS PARQUE IMPERIAL - MANOEL ANTONIO DA SILVA SARAGOÇA,Unidade Básica de Saúde,Municipal,"R. MAJOR FREIRE, 510",VILA MONTE ALEGRE,04304-110,5581-0426,-46.635997,-23.62801401,Saúde
UBS PARQUE MARIA DOMITILA,Unidade Básica de Saúde,Municipal,"AV. DO ANASTÁCIO (ESQ. RUA WILLIS ROBERTO BANKS), 2421",CITY AMERICA,05119-000,3903-4825 / 3902-2303,-46.738275,-23.48862901,São Domingos
UBS PARQUE NOVO MUNDO I,Unidade Básica de Saúde,Municipal,"R. BENEDITA DORNELAS CLARO, 451",PARQUE NOVO MUNDO,02168-020,2954-1747,-46.577016,-23.51789801,Vila Maria
UBS PARQUE NOVO MUNDO II,Unidade Básica de Saúde,Municipal,"R. SOLDADO ANTONIO MATIAS DE CAMARGO, 87",PARQUE NOVO MUNDO,02188-050,2954-4580,-46.565792,-23.51199901,Vila Maria
UBS PARQUE NOVO SANTO AMARO,Unidade Básica de Saúde,Municipal,"R. PORTA DO PRADO, 18",PARQUE NOVO SANTO AMARO,05874-130,5831-1448,-46.782205,-23.70015102,Jardim Ângela
UBS PARQUE PAULISTANO,Unidade Básica de Saúde,Municipal,"R. SILVEIRA PIRES, 265",PARQUE PAULISTANO,08080-160,2025-9469 / 3678-7309,-46.432214,-23.48724101,Jardim Helena
UBS PARQUE PERUCHE,Unidade Básica de Saúde,Municipal,"R. JOSÉ RANGEL DE CAMARGO, 500",PARQUE PERUCHE,02538-010,3858-8303,-46.65475,-23.49766802,Casa Verde
UBS PARQUE REGINA - PERINA ALVES TEIXEIRA,Unidade Básica de Saúde,Municipal,"R. MELO COUTINHO, 260",PARQUE REGINA,05775-230,5816-5562,-46.755626,-23.63453302,Campo Limpo
UBS PARQUE RESIDENCIAL COCAIA INDEPENDENTE,Unidade Básica de Saúde,Municipal,"R. FELINTO MILANEZ, 26",PARQUE RESIDENCIAL COCAIA,04849-040,5931-0209,-46.668805,-23.74490901,Grajaú
UBS PARQUE SANTA RITA,Unidade Básica de Saúde,Municipal,"R. JOSÉ PESSOTA, 80",PARQUE SANTA RITA,08150-020,2513-7109,-46.413587,-23.51305601,Vila Curuçá
UBS PARQUE SANTO ANTONIO II,Unidade Básica de Saúde,Municipal,"R. ANTONIO RAMOS ROSA, 898",PARQUE SANTO ANTONIO,05822-010,5193-0370,-46.749341,-23.66158202,Jardim São Luís
UBS PARQUE SÃO LUCAS,Unidade Básica de Saúde,Municipal,"R. DR NOGUEIRA DE NORONHA, 322",PQ SÃO LUCAS,03239-080,2211-2503,-46.546275,-23.59628302,São Lucas
UBS PARQUE SÃO RAFAEL - DRA. ORA ROSEN,Unidade Básica de Saúde,Municipal,"R. DR ARISTIDES RICARDO, 313",PARQUE SÃO RAFAEL,08311-270,2919-5006,-46.469475,-23.62543202,São Rafael
UBS PASTORAL,Unidade Básica de Saúde,Municipal,"R. NOVA RESENDE, 199",PQ SANTA MADALENA,03981-090,2702-5889 / 2702-5888,-46.51704677,-23.61398063,Sapopemba
UBS PEDRO DE SOUZA CAMPOS,Unidade Básica de Saúde,Municipal,"R. PAULO BIFANO ALVES, 764",PQ BOTURUSSU,03801-000,2546-4111 / 2214-0482,-46.483967,-23.50317401,Ermelino Matarazzo
UBS PONTE RASA - DR. CARLOS OLIVALDO DE SOUZA LOPES MUNIZ,Unidade Básica de Saúde,Municipal,"R. JACO BERTILLON, 22",ALTO DA PONTE RASA,03894-000,2041-1744,-46.48304,-23.51506902,Ponte Rasa
UBS PONTE SECA - DOM LUCIANO BERGAMIN,Unidade Básica de Saúde,Municipal,"ESTRADA DA LIGAÇAO, 1",MARSILAC - ZONA RURAL,04891-360,5978-6394,-46.74578778,-23.93427402,Marsilac
UBS PREFEITO CELSO AUGUSTO DANIEL,Unidade Básica de Saúde,Municipal,"R. JORGE MARACCINI PONFILIO, 210",CJ. HAB JUSCELINO KUBITSCHEK,08465-050,2556-7997 / 4780-5034,-46.396794,-23.56346102,Guaianases
UBS PREFEITO PRESTES MAIA,Unidade Básica de Saúde,Municipal,"R. INACIO PINTO LIMA, 35",CIDADE TIRADENTES,08490-020,2555-2676,-46.406947,-23.56664501,Cidade Tiradentes
UBS PRIMEIRO DE OUTUBRO,Unidade Básica de Saúde,Municipal,"TRAVESSA AÇUCENA DO BREJO, 16 B",JARDIM LOURDES,08452-590,2035-8010,-46.397926,-23.53046301,Lajeado
UBS PRO MORAR,Unidade Básica de Saúde,Municipal,"R. GIOVANNI NASCO, 535",CONJ HABITACIONAL TEOTONIO VILELA,03928-090,2036-1448,-46.499356,-23.60422502,Sapopemba
UBS PROF. MILTON SANTOS,Unidade Básica de Saúde,Municipal,"AV. CECI, 2249",PLANALTO PAULISTA,04065-004,5581-0426,-46.646296,-23.62880201,Saúde
UBS PROFETA JEREMIAS,Unidade Básica de Saúde,Municipal,"R. LUIS BORDESE, 63",CIDADE TIRADENTES,08471-710,2558-3866,-46.403573,-23.60324601,Cidade Tiradentes
UBS REAL PARQUE - PAULO MANGABEIRA ALBERNAZ FILHO,Unidade Básica de Saúde,Municipal,"R. BARÃO DE MELGAÇO, 339",REAL PARQUE,05684-030,3758-2329,-46.705585,-23.61011701,Morumbi
UBS RECANTO CAMPO BELO,Unidade Básica de Saúde,Municipal,"R. VIRGINIA MODESTO, 800",RECANTO CAMPO BELO,04880-035,5527-4345,-46.738522,-23.79264202,Parelheiros
UBS RECANTO DOS HUMILDES,Unidade Básica de Saúde,Municipal,"R. PAVÃO, 36",RECANTO DOS HUMILDES,05210-000,3917-5870,-46.751496,-23.41516001,Perus
UBS RECANTO VERDE SOL,Unidade Básica de Saúde,Municipal,"ESTRADA DOS FIDELIS, 10",RECANTO VERDE SOL,08382-505,2734-3271,-46.422112,-23.61748801,Iguatemi
UBS REPÚBLICA - FERNANDA SANTE LIMEIRA,Unidade Básica de Saúde,Municipal,"R. LIBERO BADARÓ, 282",CENTRO,01008-000,4210-6122,-46.636719,-23.54716902,Sé
UBS REUNIDAS I,Unidade Básica de Saúde,Municipal,"R. SÃO JOSE DAS ESPINHARAS, 400",VILA INDUSTRIAL,03249-030,2702-5904,-46.532643,-23.60418101,São Lucas
UBS REUNIDAS II,Unidade Básica de Saúde,Municipal,"AV. DA CASA GRANDE, 1258",VILA UNIÃO,03260-000,2706-0555,-46.520894,-23.60496101,Sapopemba
UBS RIO CLARO,Unidade Básica de Saúde,Municipal,"R. CINIRA POLÔNIO, 33",JD RIO CLARO,08395-320,2253-4307 / 2751-5112,-46.457305,-23.62150202,São Rafael
UBS RIO PEQUENO - PAULO DE BARROS FRANÇA,Unidade Básica de Saúde,Municipal,"R. PADRE FRANCISCO LIBERMANN, 318",RIO PEQUENO,05353-160,3768-9460,-46.751566,-23.56268802,Rio Pequeno
UBS SACOMA EDMUNDO SUSSUMU FUJITA,Unidade Básica de Saúde,Municipal,"ESTRADA DAS LAGRIMAS, 1604",SACOMÃ,04232-000,2063-1581,-46.593917,-23.61397002,Sacomã
UBS SANTA CECÍLIA - DR HUMBERTO PASCALE,Unidade Básica de Saúde,Municipal,"R. VITORINO CARMILO, 599",CAMPOS ELÍSEOS,01153-000,4210-6123 / 4210-5399,-46.652206,-23.53181202,Santa Cecília
UBS SANTA CRUZ,Unidade Básica de Saúde,Municipal,"R. SANTA CRUZ, 1191",VILA MARIANA,04121-001,3245-9005,-46.62404,-23.59906701,Vila Mariana
UBS SANTA INÊS,Unidade Básica de Saúde,Municipal,"R. FREI FIDELIS MOTA, 1001",PARQUE CRUZEIRO DO SUL,08070-130,2297-9669,-46.462449,-23.49239402,Vila Jacuí
UBS SANTA LÚCIA,Unidade Básica de Saúde,Municipal,"R. CARMELO CALI, 26",VILA SANTA LÚCIA,04940-070,5898-5400,-46.766005,-23.68895802,Jardim Ângela
UBS SANTA LUZIA,Unidade Básica de Saúde,Municipal,"R. CONJUNTO DA PAZ, 39",JARDIM MIRIAM,08142-360,2562-3532,-46.388762,-23.52124602,Lajeado
UBS SANTO AMARO - DR. SÉRGIO VILLAÇA BRAGA,Unidade Básica de Saúde,Municipal,"R. CONDE DE ITU, 359",SANTO AMARO,04741-000,5687-5039,-46.701792,-23.64769801,Santo Amaro
UBS SANTO DIAS,Unidade Básica de Saúde,Municipal,"R. SANTO DIAS, 8",VILA NOVA ESPERANCA,02814-200,,-46.707362,-23.45364101,Brasilândia
UBS SANTO ELIAS,Unidade Básica de Saúde,Municipal,"R. FABIO DE ALMEIDA MAGALHÃES, 494",JD SANTO ELIAS,05135-370,3904-0016 / 3973-8620,-46.750013,-23.49594502,São Domingos
UBS SANTO ESTEVÃO,Unidade Básica de Saúde,Municipal,"R. CACHOEIRA DA ILHA, 355",ITAQUERA,08270-110,2523-0577,-46.460052,-23.55955702,Parque do Carmo
UBS SÃO CARLOS - GUAIANASES,Unidade Básica de Saúde,Municipal,"R. MACABU, 35",JD SAO CARLOS,08411-470,4780-5036,-46.412888,-23.55789902,Guaianases
UBS SÃO JORGE - CIDADE ADEMAR,Unidade Básica de Saúde,Municipal,"AV. EDUARDO PEREIRA RAMOS, 810",JARDIM SAO JORGE,04432-000,5611-3527 / 5611-6933,-46.661613,-23.68579302,Cidade Ademar
UBS SÃO MATEUS - NAIR ALVES DE REZENDE NORIMBENI,Unidade Básica de Saúde,Municipal,"R. ANGELO DE CANDIA, 1058",SÃO MATEUS,03958-000,2017-2706,-46.483078,-23.59987001,São Mateus
UBS SÃO REMO,Unidade Básica de Saúde,Municipal,"R. BALTAZAR RABELO, 167",RIO PEQUENO,05360-170,4380-4545,-46.743848,-23.56364302,Rio Pequeno
UBS SÉ,Unidade Básica de Saúde,Municipal,"R. FREDERICO ALVARENGA, 259",SE,01020-030,4210-6124 / 4210-5398,-46.628102,-23.55124401,Sé
UBS SEM TERRA - PARQUE NAÇÕES UNIDAS,Unidade Básica de Saúde,Municipal,"R. ARACY RONDON AMARANTE, 22",JARDIM SANTA LUCRECIA,02996-180,3902-3551,-46.745984,-23.44006402,Jaraguá
UBS SHANGRILA/ELLUS,Unidade Básica de Saúde,Municipal,"R. SEM NOME, 16",JD SHANGRILA,04852-032,5932-2180,-46.667833,-23.76655201,Grajaú
UBS SILMARYA REJANE M.DE SOUZA,Unidade Básica de Saúde,Municipal,"R. EUVALDO AUGUSTO FREIRE, 20",BRASILÂNDIA,02855-030,3923-1520,-46.699533,-23.45518601,Brasilândia
UBS TEOTONIO VILELA,Unidade Básica de Saúde,Municipal,"AV. ARQUITETO VILANOVA ARTIGAS, 1071",JD SAPOPEMBA,03928-240,2704-1383,-46.503437,-23.60591402,Sapopemba
UBS THÉRSIO VENTURA,Unidade Básica de Saúde,Municipal,"R. ARRAIAL DE SANTA BARBARA, 996",CIDADE PEDRO J NUNES,08061-360,2545-1026,-46.47097,-23.50352301,Vila Jacuí
UBS TRÊS PONTES,Unidade Básica de Saúde,Municipal,"R. CAPACHOS, 136",JARDIM CELIA,08191-330,4780-5112,-46.380551,-23.48083602,Jardim Helena
UBS UNIÃO DAS VILAS DE TAIPAS,Unidade Básica de Saúde,Municipal,"AV. ELISIO TEIXEIRA LEITE, 7703",PARADA DE TAIPAS,02810-000,3972-1355,-46.71802,-23.43598201,Jaraguá
UBS UNIÃO DE VILA NOVA,Unidade Básica de Saúde,Municipal,"R. CATLEIAS, 205",SÃO MIGUEL PAULISTA,08071-100,2037-7779,-46.45933,-23.48344102,Vila Jacuí
UBS VARGEM GRANDE,Unidade Básica de Saúde,Municipal,"R. DAS ARARAS, 49",VARGEM GRANDE,04896-260,5921-2111 / 5920-0261,-46.7079,-23.85419701,Parelheiros
UBS VARGINHA,Unidade Básica de Saúde,Municipal,"R. HENRIQUE MUZZIO, 383",VARGINHA,04857-040,5527-2709 / 5526-3988,-46.683916,-23.78522002,Grajaú
UBS VELEIROS,Unidade Básica de Saúde,Municipal,"AV. CLARA MANTELLI, 185",VELEIROS,04771-180,5681-5520 / 5687-0639,-46.711533,-23.68305102,Socorro
UBS VERA CRUZ - DR FERNANDO PROENÇA DE GOUVEA,Unidade Básica de Saúde,Municipal,"AV. FUNCIONÁRIOS PÚBLICOS (REF.:R.PABLO BRUNA), 379",JD VERA CRUZ,04962-000,5898-5900,-46.780848,-23.73705502,Jardim Ângela
UBS VILA ALBERTINA - DR OSVALDO MARÇAL,Unidade Básica de Saúde,Municipal,"R. ANTONIO JOAQUIM DE OLIVEIRA, 224",VL ESMERALDA,02356-020,2821-5150,-46.610174,-23.44916202,Tremembé
UBS VILA ALPINA - DR. HERMINIO MOREIRA,Unidade Básica de Saúde,Municipal,"R. PARAMU, 398",VL ALPINA,03147-100,2912-8958,-46.567697,-23.59651602,Vila Prudente
UBS VILA ANASTÁCIO,Unidade Básica de Saúde,Municipal,"R. CONSELHEIRO OLEGARIO, 239",VILA ANASTACIO,05093-040,2774-1243,-46.722818,-23.51573201,Lapa
UBS VILA ANGLO - JOSÉ SERRA RIBEIRO,Unidade Básica de Saúde,Municipal,"AV. SUMARÉ, 100",PERDIZES,05016-090,3801-1547,-46.677451,-23.53109601,Perdizes
UBS VILA APARECIDA,Unidade Básica de Saúde,Municipal,"AV. BATISTA MACIEL, 430",PEDREIRA,04459-110,5612-9644,-46.670224,-23.69093702,Pedreira
UBS VILA ARAPUÃ - NELSON MORAES,Unidade Básica de Saúde,Municipal,"R. COLOMBO FLORENCE, 235",VILA ARAPUA,04257-045,2946-6660,-46.589026,-23.63366501,Sacomã
UBS VILA ARICANDUVA,Unidade Básica de Saúde,Municipal,"R. ANTONIO LINDOURO DA SILVA, 284",VILA ARICANDUVA,03506-000,2294-8853,-46.536571,-23.53483102,Vila Matilde
UBS VILA ARRIETE - DECIO PACHECO PEDROSO,Unidade Básica de Saúde,Municipal,"R. JULIETA DE ARAUJO ALMEIDA, 44",VILA ARRIETE,04445-010,5611-4046,-46.686403,-23.68061702,Campo Grande
UBS VILA AURORA - DR DOMINGOS MAZZONETO DE CILO,Unidade Básica de Saúde,Municipal,"AV. ENGENHEIRO CAETANO ALVARES, 7570",IMIRIM,02413-200,2235-1053,-46.626143,-23.47355201,Mandaqui
UBS VILA BERTIOGA - DOMINGOS DELASCIO,Unidade Básica de Saúde,Municipal,"R. FAROL PAULISTANO, 410",ALTO DA MOOCA,03192-060,2965-1066,-46.575467,-23.57093002,Água Rasa
UBS VILA BORGES,Unidade Básica de Saúde,Municipal,"R. JACINTO DE MORAES, 22",JARDIM CLAUDIA,05546-040,3782-4739,-46.770457,-23.58724102,Raposo Tavares
UBS VILA CAIÚBA,Unidade Básica de Saúde,Municipal,"R. PRESIDENTE VARGAS, 540",PERUS,05207-000,3835-2063,-46.751123,-23.39992801,Perus
UBS VILA CALU,Unidade Básica de Saúde,Municipal,"ESTRADA DO M BOI MIRIM, 10416",VILA CALU,04948-030,5832-5700,-46.7931,-23.73920601,Jardim Ângela
UBS VILA CAMPESTRE,Unidade Básica de Saúde,Municipal,"R. ARTUR NUNES DA SILVA, 206",VILA CAMPESTRE,04332-080,,-46.650388,-23.66032502,Jabaquara
UBS VILA CANAÃ,Unidade Básica de Saúde,Municipal,"R. CONTOS GAUCHESCOS, 630",VILA CANAÃ,04369-000,5565-0485,-46.664065,-23.65447802,Jabaquara
UBS VILA CARMOSINA,Unidade Básica de Saúde,Municipal,"R. IPOPOCA, 61",ITAQUERA,08290-330,2524-7796,-46.448712,-23.54978802,Itaquera
UBS VILA CARRÃO - DR. ADHEMAR MONTEIRO PACHECO,Unidade Básica de Saúde,Municipal,"R. DR JACI BARBOSA, 280",VL CARRÃO,03447-000,2785-4728,-46.52458,-23.55304101,Carrão
